event_round,event_name,driver_code,total_laps,bad_laps,integrity_laps,context_laps,shape_laps,replay_unsafe_laps,lap_comparison_unsafe_laps,bad_pct,integrity_pct,context_pct,shape_pct,replay_unsafe_pct,lap_comparison_unsafe_pct
24,Abu Dhabi Grand Prix,TSU,58,5,5,2,2,0,5,8.620689655172415,8.620689655172415,3.4482758620689653,3.4482758620689653,0.0,8.620689655172415
24,Abu Dhabi Grand Prix,VER,58,5,5,2,2,0,5,8.620689655172415,8.620689655172415,3.4482758620689653,3.4482758620689653,0.0,8.620689655172415
14,Hungarian Grand Prix,RUS,70,6,6,4,4,0,6,8.571428571428571,8.571428571428571,5.714285714285714,5.714285714285714,0.0,8.571428571428571
20,Mexico City Grand Prix,VER,71,6,6,2,5,0,6,8.450704225352112,8.450704225352112,2.8169014084507045,7.042253521126761,0.0,8.450704225352112
18,Singapore Grand Prix,COL,61,5,5,2,3,0,5,8.19672131147541,8.19672131147541,3.278688524590164,4.918032786885246,0.0,8.19672131147541
18,Singapore Grand Prix,HUL,61,5,5,4,5,0,5,8.19672131147541,8.19672131147541,6.557377049180328,8.19672131147541,0.0,8.19672131147541
18,Singapore Grand Prix,OCO,61,5,5,2,3,0,5,8.19672131147541,8.19672131147541,3.278688524590164,4.918032786885246,0.0,8.19672131147541
18,Singapore Grand Prix,STR,61,5,4,2,4,0,5,8.19672131147541,6.557377049180328,3.278688524590164,6.557377049180328,0.0,8.19672131147541
18,Singapore Grand Prix,ANT,62,5,5,2,3,0,5,8.064516129032258,8.064516129032258,3.225806451612903,4.838709677419355,0.0,8.064516129032258
18,Singapore Grand Prix,VER,62,5,5,2,3,0,5,8.064516129032258,8.064516129032258,3.225806451612903,4.838709677419355,0.0,8.064516129032258
20,Mexico City Grand Prix,HUL,25,2,2,1,2,0,2,8.0,8.0,4.0,8.0,0.0,8.0
16,Italian Grand Prix,STR,52,4,4,2,3,0,4,7.6923076923076925,7.6923076923076925,3.8461538461538463,5.769230769230769,0.0,7.6923076923076925
3,Japanese Grand Prix,GAS,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
3,Japanese Grand Prix,NOR,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
3,Japanese Grand Prix,RUS,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
3,Japanese Grand Prix,TSU,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
16,Italian Grand Prix,BEA,53,4,4,2,4,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,7.547169811320755,0.0,7.547169811320755
16,Italian Grand Prix,BOR,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
16,Italian Grand Prix,HAD,53,4,4,3,3,2,4,7.547169811320755,7.547169811320755,5.660377358490567,5.660377358490567,3.7735849056603774,7.547169811320755
16,Italian Grand Prix,LAW,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
16,Italian Grand Prix,LEC,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
16,Italian Grand Prix,RUS,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
16,Italian Grand Prix,TSU,53,4,4,2,3,0,4,7.547169811320755,7.547169811320755,3.7735849056603774,5.660377358490567,0.0,7.547169811320755
2,Chinese Grand Prix,BOR,55,4,4,4,4,0,4,7.2727272727272725,7.2727272727272725,7.2727272727272725,7.2727272727272725,0.0,7.2727272727272725
14,Hungarian Grand Prix,GAS,69,5,5,2,3,0,5,7.246376811594203,7.246376811594203,2.898550724637681,4.3478260869565215,0.0,7.246376811594203
14,Hungarian Grand Prix,TSU,69,5,5,5,4,0,5,7.246376811594203,7.246376811594203,7.246376811594203,5.797101449275362,0.0,7.246376811594203
2,Chinese Grand Prix,DOO,56,4,4,2,3,0,4,7.142857142857142,7.142857142857142,3.571428571428571,5.357142857142857,0.0,7.142857142857142
14,Hungarian Grand Prix,LEC,70,5,5,4,4,0,5,7.142857142857142,7.142857142857142,5.714285714285714,5.714285714285714,0.0,7.142857142857142
14,Hungarian Grand Prix,NOR,70,5,5,2,4,1,5,7.142857142857142,7.142857142857142,2.857142857142857,5.714285714285714,1.4285714285714286,7.142857142857142
14,Hungarian Grand Prix,PIA,70,5,5,4,3,0,5,7.142857142857142,7.142857142857142,5.714285714285714,4.285714285714286,0.0,7.142857142857142
14,Hungarian Grand Prix,VER,70,5,5,4,4,0,5,7.142857142857142,7.142857142857142,5.714285714285714,5.714285714285714,0.0,7.142857142857142
20,Mexico City Grand Prix,ALB,70,5,5,2,5,0,5,7.142857142857142,7.142857142857142,2.857142857142857,7.142857142857142,0.0,7.142857142857142
20,Mexico City Grand Prix,COL,70,5,5,2,5,0,5,7.142857142857142,7.142857142857142,2.857142857142857,7.142857142857142,0.0,7.142857142857142
20,Mexico City Grand Prix,GAS,70,5,5,2,5,0,5,7.142857142857142,7.142857142857142,2.857142857142857,7.142857142857142,0.0,7.142857142857142
20,Mexico City Grand Prix,HAD,70,5,5,2,5,0,5,7.142857142857142,7.142857142857142,2.857142857142857,7.142857142857142,0.0,7.142857142857142
20,Mexico City Grand Prix,BOR,71,5,5,2,4,0,5,7.042253521126761,7.042253521126761,2.8169014084507045,5.633802816901409,0.0,7.042253521126761
20,Mexico City Grand Prix,LEC,71,5,5,2,5,0,5,7.042253521126761,7.042253521126761,2.8169014084507045,7.042253521126761,0.0,7.042253521126761
20,Mexico City Grand Prix,NOR,71,5,5,2,5,0,5,7.042253521126761,7.042253521126761,2.8169014084507045,7.042253521126761,0.0,7.042253521126761
20,Mexico City Grand Prix,OCO,71,5,5,2,4,0,5,7.042253521126761,7.042253521126761,2.8169014084507045,5.633802816901409,0.0,7.042253521126761
20,Mexico City Grand Prix,TSU,71,5,5,2,5,0,5,7.042253521126761,7.042253521126761,2.8169014084507045,7.042253521126761,0.0,7.042253521126761
24,Abu Dhabi Grand Prix,BEA,58,4,4,2,3,0,4,6.896551724137931,6.896551724137931,3.4482758620689653,5.172413793103448,0.0,6.896551724137931
24,Abu Dhabi Grand Prix,PIA,58,4,4,2,3,0,4,6.896551724137931,6.896551724137931,3.4482758620689653,5.172413793103448,0.0,6.896551724137931
24,Abu Dhabi Grand Prix,SAI,58,4,4,2,2,0,4,6.896551724137931,6.896551724137931,3.4482758620689653,3.4482758620689653,0.0,6.896551724137931
24,Abu Dhabi Grand Prix,STR,58,4,4,2,2,0,4,6.896551724137931,6.896551724137931,3.4482758620689653,3.4482758620689653,0.0,6.896551724137931
18,Singapore Grand Prix,ALB,61,4,4,3,3,1,4,6.557377049180328,6.557377049180328,4.918032786885246,4.918032786885246,1.639344262295082,6.557377049180328
18,Singapore Grand Prix,SAI,61,4,4,2,3,0,4,6.557377049180328,6.557377049180328,3.278688524590164,4.918032786885246,0.0,6.557377049180328
18,Singapore Grand Prix,LEC,62,4,4,2,3,0,4,6.451612903225806,6.451612903225806,3.225806451612903,4.838709677419355,0.0,6.451612903225806
18,Singapore Grand Prix,NOR,62,4,4,2,3,0,4,6.451612903225806,6.451612903225806,3.225806451612903,4.838709677419355,0.0,6.451612903225806
14,Hungarian Grand Prix,ANT,69,4,4,2,3,0,4,5.797101449275362,5.797101449275362,2.898550724637681,4.3478260869565215,0.0,5.797101449275362
14,Hungarian Grand Prix,HAM,69,4,4,2,3,0,4,5.797101449275362,5.797101449275362,2.898550724637681,4.3478260869565215,0.0,5.797101449275362
16,Italian Grand Prix,OCO,52,3,3,2,3,0,3,5.769230769230769,5.769230769230769,3.8461538461538463,5.769230769230769,0.0,5.769230769230769
3,Japanese Grand Prix,ALB,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,ALO,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,BEA,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,BOR,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,DOO,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,HAD,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,HAM,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,HUL,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,LAW,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,LEC,53,3,3,2,2,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,3.7735849056603774,0.0,5.660377358490567
3,Japanese Grand Prix,OCO,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,PIA,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
3,Japanese Grand Prix,VER,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
16,Italian Grand Prix,HAM,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
16,Italian Grand Prix,NOR,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
16,Italian Grand Prix,PIA,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
16,Italian Grand Prix,VER,53,3,3,2,3,0,3,5.660377358490567,5.660377358490567,3.7735849056603774,5.660377358490567,0.0,5.660377358490567
2,Chinese Grand Prix,HUL,55,3,3,2,3,0,3,5.454545454545454,5.454545454545454,3.6363636363636362,5.454545454545454,0.0,5.454545454545454
2,Chinese Grand Prix,ALB,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,ANT,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,BEA,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,GAS,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,LEC,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,NOR,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,OCO,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,PIA,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,RUS,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,SAI,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,STR,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
2,Chinese Grand Prix,VER,56,3,3,2,3,0,3,5.357142857142857,5.357142857142857,3.571428571428571,5.357142857142857,0.0,5.357142857142857
24,Abu Dhabi Grand Prix,ALO,58,3,3,2,2,0,3,5.172413793103448,5.172413793103448,3.4482758620689653,3.4482758620689653,0.0,5.172413793103448
24,Abu Dhabi Grand Prix,RUS,58,3,3,2,2,0,3,5.172413793103448,5.172413793103448,3.4482758620689653,3.4482758620689653,0.0,5.172413793103448
18,Singapore Grand Prix,BOR,61,3,3,2,3,0,3,4.918032786885246,4.918032786885246,3.278688524590164,4.918032786885246,0.0,4.918032786885246
18,Singapore Grand Prix,HAD,61,3,3,2,3,0,3,4.918032786885246,4.918032786885246,3.278688524590164,4.918032786885246,0.0,4.918032786885246
18,Singapore Grand Prix,LAW,61,3,3,2,3,0,3,4.918032786885246,4.918032786885246,3.278688524590164,4.918032786885246,0.0,4.918032786885246
18,Singapore Grand Prix,TSU,61,3,3,2,3,0,3,4.918032786885246,4.918032786885246,3.278688524590164,4.918032786885246,0.0,4.918032786885246
18,Singapore Grand Prix,ALO,62,3,3,2,3,0,3,4.838709677419355,4.838709677419355,3.225806451612903,4.838709677419355,0.0,4.838709677419355
18,Singapore Grand Prix,PIA,62,3,3,2,3,0,3,4.838709677419355,4.838709677419355,3.225806451612903,4.838709677419355,0.0,4.838709677419355
18,Singapore Grand Prix,RUS,62,3,3,2,3,0,3,4.838709677419355,4.838709677419355,3.225806451612903,4.838709677419355,0.0,4.838709677419355
14,Hungarian Grand Prix,HAD,69,3,3,2,2,0,3,4.3478260869565215,4.3478260869565215,2.898550724637681,2.898550724637681,0.0,4.3478260869565215
14,Hungarian Grand Prix,OCO,69,3,3,2,3,0,3,4.3478260869565215,4.3478260869565215,2.898550724637681,4.3478260869565215,0.0,4.3478260869565215
14,Hungarian Grand Prix,ALO,70,3,3,2,3,0,3,4.285714285714286,4.285714285714286,2.857142857142857,4.285714285714286,0.0,4.285714285714286
14,Hungarian Grand Prix,BOR,70,3,3,2,2,0,3,4.285714285714286,4.285714285714286,2.857142857142857,2.857142857142857,0.0,4.285714285714286
14,Hungarian Grand Prix,LAW,70,3,3,2,2,0,3,4.285714285714286,4.285714285714286,2.857142857142857,2.857142857142857,0.0,4.285714285714286
14,Hungarian Grand Prix,STR,70,3,3,2,3,0,3,4.285714285714286,4.285714285714286,2.857142857142857,4.285714285714286,0.0,4.285714285714286
