session_id,year,event_name,driver_code,segment_id,start_ms,end_ms,rows,start_lap,end_lap,car_gap_rows,car_sample_old_rows,location_gap_rows,location_sample_old_rows,other_unknown_rows,duration_ms,dominant_family
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,RUS,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,SAI,66,9287130,9288730,17,8,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,STR,66,9287130,9288730,17,8,8,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,TSU,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,VER,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,ALB,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,ALO,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,ANT,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,BEA,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,BOR,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,COL,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,GAS,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,HAD,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,HUL,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,LAW,147,6480387,6481987,17,38,38,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,LEC,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
2025-dutch-grand-prix-r,2025,Dutch Grand Prix,NOR,147,6480387,6481987,17,39,39,0,0,17,0,0,1700,location_gap_too_large
