session_id,event_name,normalized_message,messages,first_session_time_ms,last_session_time_ms,taxonomy,example_message,span_ms
2025-belgian-grand-prix-r,Belgian Grand Prix,clear in track sector #,39,3376000.0,10186000.0,flags,CLEAR IN TRACK SECTOR 4,6810000.0
2025-british-grand-prix-r,British Grand Prix,clear in track sector #,37,279000.0,5474000.0,flags,CLEAR IN TRACK SECTOR 5,5195000.0
2025-british-grand-prix-r,British Grand Prix,yellow in track sector #,32,263000.0,5291000.0,flags,YELLOW IN TRACK SECTOR 5,5028000.0
2025-belgian-grand-prix-r,Belgian Grand Prix,double yellow in track sector #,22,3346000.0,10139000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 4,6793000.0
2025-australian-grand-prix-r,Australian Grand Prix,clear in track sector #,20,317000.0,6420000.0,flags,CLEAR IN TRACK SECTOR 2,6103000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (hul) timed at #:#:#,18,2423000.0,5295000.0,flags,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:40:23,2872000.0
2025-dutch-grand-prix-r,Dutch Grand Prix,double yellow in track sector #,18,1907000.0,6810000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 5,4903000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (bea) timed at #:#:#,15,2276000.0,5611000.0,flags,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:37:55,3335000.0
2025-azerbaijan-grand-prix-r,Azerbaijan Grand Prix,clear in track sector #,14,636000.0,6175000.0,flags,CLEAR IN TRACK SECTOR 6,5539000.0
2025-azerbaijan-grand-prix-r,Azerbaijan Grand Prix,double yellow in track sector #,14,293000.0,6153000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 7,5860000.0
2025-australian-grand-prix-r,Australian Grand Prix,double yellow in track sector #,14,59000.0,6060000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 2,6001000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (str) timed at #:#:#,13,2331000.0,4493000.0,flags,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:38:50,2162000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (bor) timed at #:#:#,13,2440000.0,5373000.0,flags,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:40:39,2933000.0
2025-miami-grand-prix-r,Miami Grand Prix,clear in track sector #,12,244000.0,532000.0,flags,CLEAR IN TRACK SECTOR 2,288000.0
2025-miami-grand-prix-r,Miami Grand Prix,double yellow in track sector #,12,236000.0,531000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 2,295000.0
2025-british-grand-prix-r,British Grand Prix,double yellow in track sector #,12,312000.0,2525000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 6,2213000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (tsu) timed at #:#:#,12,2600000.0,5698000.0,flags,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 15:43:19,3098000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (col) timed at #:#:#,12,2383000.0,5544000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:39:42,3161000.0
2025-dutch-grand-prix-r,Dutch Grand Prix,clear in track sector #,12,1237000.0,6549000.0,flags,CLEAR IN TRACK SECTOR 15,5312000.0
2025-belgian-grand-prix-r,Belgian Grand Prix,track surface slippery in track sector #,12,,,other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,
2025-canadian-grand-prix-r,Canadian Grand Prix,waved blue flag for car # (law) timed at #:#:#,11,3188000.0,4271000.0,flags,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 14:53:07,1083000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (oco) timed at #:#:#,11,4459000.0,5545000.0,flags,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 21:14:18,1086000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (alb) timed at #:#:#,10,2832000.0,4642000.0,flags,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:47:12,1810000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (ant) timed at #:#:#,10,2620000.0,4521000.0,flags,WAVED BLUE FLAG FOR CAR 12 (ANT) TIMED AT 15:43:40,1901000.0
2025-chinese-grand-prix-r,Chinese Grand Prix,clear in track sector #,9,281000.0,789000.0,flags,CLEAR IN TRACK SECTOR 10,508000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (bor) timed at #:#:#,9,4582000.0,5684000.0,flags,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 21:16:22,1102000.0
2025-las-vegas-grand-prix-r,Las Vegas Grand Prix,clear in track sector #,9,274000.0,1840000.0,flags,CLEAR IN TRACK SECTOR 2,1566000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (oco) timed at #:#:#,9,3314000.0,5396000.0,flags,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:55:14,2082000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (sai) timed at #:#:#,9,2777000.0,4887000.0,flags,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:46:16,2110000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (law) timed at #:#:#,9,2862000.0,5320000.0,flags,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:47:42,2458000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,clear in track sector #,9,101000.0,6492000.0,flags,CLEAR IN TRACK SECTOR 16,6391000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (col) timed at #:#:#,8,2870000.0,4155000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:47:50,1285000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (gas) timed at #:#:#,8,3140000.0,4446000.0,flags,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:52:19,1306000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (tsu) timed at #:#:#,8,4502000.0,5980000.0,flags,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:15:02,1478000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (had) timed at #:#:#,8,3484000.0,5447000.0,flags,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 15:58:04,1963000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,waved blue flag for car # (rus) timed at #:#:#,8,2646000.0,4681000.0,flags,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:44:05,2035000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,yellow in track sector #,8,91000.0,6377000.0,flags,YELLOW IN TRACK SECTOR 16,6286000.0
2025-italian-grand-prix-r,Italian Grand Prix,clear in track sector #,7,3568000.0,3570000.0,flags,CLEAR IN TRACK SECTOR 7,2000.0
2025-abu-dhabi-grand-prix-r,Abu Dhabi Grand Prix,waved blue flag for car # (col) timed at #:#:#,7,5248000.0,5337000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:27:28,89000.0
2025-australian-grand-prix-r,Australian Grand Prix,yellow in track sector #,7,5808000.0,6054000.0,flags,YELLOW IN TRACK SECTOR 19,246000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (had) timed at #:#:#,7,5180000.0,5684000.0,flags,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 21:26:20,504000.0
2025-chinese-grand-prix-r,Chinese Grand Prix,double yellow in track sector #,7,270000.0,783000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 10,513000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,waved blue flag for car # (col) timed at #:#:#,7,3367000.0,4319000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:56:07,952000.0
2025-united-states-grand-prix-r,United States Grand Prix,clear in track sector #,7,304000.0,3714000.0,flags,CLEAR IN TRACK SECTOR 14,3410000.0
2025-dutch-grand-prix-r,Dutch Grand Prix,yellow in track sector #,7,1908000.0,5412000.0,flags,YELLOW IN TRACK SECTOR 4,3504000.0
2025-canadian-grand-prix-r,Canadian Grand Prix,clear in track sector #,7,429000.0,5643000.0,flags,CLEAR IN TRACK SECTOR 13,5214000.0
2025-italian-grand-prix-r,Italian Grand Prix,yellow in track sector #,6,3564000.0,3564000.0,flags,YELLOW IN TRACK SECTOR 6,0.0
2025-canadian-grand-prix-r,Canadian Grand Prix,waved blue flag for car # (bea) timed at #:#:#,6,4483000.0,4586000.0,flags,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:14:42,103000.0
2025-saudi-arabian-grand-prix-r,Saudi Arabian Grand Prix,double yellow in track sector #,6,265000.0,377000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 4,112000.0
2025-s-o-paulo-grand-prix-r,São Paulo Grand Prix,clear in track sector #,6,552000.0,991000.0,flags,CLEAR IN TRACK SECTOR 11,439000.0
2025-canadian-grand-prix-r,Canadian Grand Prix,waved blue flag for car # (col) timed at #:#:#,6,4522000.0,4984000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:15:21,462000.0
2025-canadian-grand-prix-r,Canadian Grand Prix,waved blue flag for car # (had) timed at #:#:#,6,4372000.0,4951000.0,flags,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 15:12:52,579000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (str) timed at #:#:#,6,4211000.0,4833000.0,flags,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 21:10:11,622000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (gas) timed at #:#:#,6,4519000.0,5290000.0,flags,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 21:15:18,771000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,waved blue flag for car # (alb) timed at #:#:#,6,4071000.0,4959000.0,flags,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:07:50,888000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (str) timed at #:#:#,6,4066000.0,5300000.0,flags,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:07:46,1234000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (col) timed at #:#:#,6,4706000.0,6083000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 21:18:26,1377000.0
2025-las-vegas-grand-prix-r,Las Vegas Grand Prix,double yellow in track sector #,6,262000.0,1805000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 2,1543000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (col) timed at #:#:#,6,3981000.0,5725000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:06:21,1744000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,waved blue flag for car # (hul) timed at #:#:#,6,3661000.0,5742000.0,flags,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:01:01,2081000.0
2025-australian-grand-prix-r,Australian Grand Prix,track surface slippery in track sector #,6,3065000.0,5834000.0,other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 15,2769000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,clear in track sector #,6,258000.0,3182000.0,flags,CLEAR IN TRACK SECTOR 10,2924000.0
2025-azerbaijan-grand-prix-r,Azerbaijan Grand Prix,drs disabled in zone #,5,6102000.0,6102000.0,drs,DRS DISABLED IN ZONE 2,0.0
2025-azerbaijan-grand-prix-r,Azerbaijan Grand Prix,drs enabled in zone #,5,6119000.0,6119000.0,drs,DRS ENABLED IN ZONE 2,0.0
2025-british-grand-prix-r,British Grand Prix,drs disabled in zone #,5,5242000.0,5292000.0,drs,DRS DISABLED IN ZONE 1,50000.0
2025-british-grand-prix-r,British Grand Prix,drs enabled in zone #,5,5251000.0,5303000.0,drs,DRS ENABLED IN ZONE 1,52000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (tsu) timed at #:#:#,5,3537000.0,4038000.0,flags,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 15:58:56,501000.0
2025-s-o-paulo-grand-prix-r,São Paulo Grand Prix,double yellow in track sector #,5,256000.0,769000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 11,513000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,waved blue flag for car # (gas) timed at #:#:#,5,4424000.0,5077000.0,flags,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:13:44,653000.0
2025-belgian-grand-prix-r,Belgian Grand Prix,yellow in track sector #,5,3643000.0,4395000.0,flags,YELLOW IN TRACK SECTOR 12,752000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,waved blue flag for car # (oco) timed at #:#:#,5,4457000.0,5300000.0,flags,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:14:17,843000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (gas) timed at #:#:#,5,5046000.0,5961000.0,flags,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:24:05,915000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (bor) timed at #:#:#,5,3683000.0,4602000.0,flags,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:01:23,919000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (bea) timed at #:#:#,5,3228000.0,4360000.0,flags,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:53:48,1132000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (hul) timed at #:#:#,5,4422000.0,5678000.0,flags,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:13:41,1256000.0
2025-australian-grand-prix-r,Australian Grand Prix,waved blue flag for car # (bea) timed at #:#:#,5,4068000.0,6026000.0,flags,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:07:48,1958000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,waved blue flag for car # (col) timed at #:#:#,5,3830000.0,5870000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:03:49,2040000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,drs disabled in zone #,5,3323000.0,6378000.0,drs,DRS DISABLED IN ZONE 2,3055000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,drs enabled in zone #,5,3326000.0,6452000.0,drs,DRS ENABLED IN ZONE 2,3126000.0
2025-united-states-grand-prix-r,United States Grand Prix,double yellow in track sector #,5,295000.0,3711000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 14,3416000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,drs enabled in zone #,5,897000.0,4538000.0,drs,DRS ENABLED IN ZONE 1,3641000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,clear in track sector #,5,896000.0,4538000.0,flags,CLEAR IN TRACK SECTOR 5,3642000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,drs disabled in zone #,5,880000.0,4529000.0,drs,DRS DISABLED IN ZONE 1,3649000.0
2025-bahrain-grand-prix-r,Bahrain Grand Prix,clear in track sector #,5,1735000.0,6808000.0,flags,CLEAR IN TRACK SECTOR 10,5073000.0
2025-dutch-grand-prix-r,Dutch Grand Prix,drs enabled,5,280000.0,5892000.0,drs,DRS ENABLED,5612000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,double yellow in track sector #,4,879000.0,879000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 5,0.0
2025-chinese-grand-prix-r,Chinese Grand Prix,yellow in track sector #,4,279000.0,289000.0,flags,YELLOW IN TRACK SECTOR 10,10000.0
2025-dutch-grand-prix-r,Dutch Grand Prix,waved blue flag for car # (law) timed at #:#:#,4,2476000.0,2516000.0,flags,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:41:15,40000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,car # (ham) time #:#.# deleted - track limits at turn # lap # #:#:#,4,6208000.0,6253000.0,other,CAR 44 (HAM) TIME 1:40.466 DELETED - TRACK LIMITS AT TURN 2 LAP 60 21:41:28,45000.0
2025-canadian-grand-prix-r,Canadian Grand Prix,waved blue flag for car # (alb) timed at #:#:#,4,3780000.0,3841000.0,flags,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:02:59,61000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (law) timed at #:#:#,4,4261000.0,4353000.0,flags,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:11:01,92000.0
2025-belgian-grand-prix-r,Belgian Grand Prix,waved blue flag for car # (had) timed at #:#:#,4,9318000.0,9473000.0,flags,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 17:35:18,155000.0
2025-saudi-arabian-grand-prix-r,Saudi Arabian Grand Prix,waved blue flag for car # (bor) timed at #:#:#,4,4721000.0,4898000.0,flags,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 21:18:40,177000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (oco) timed at #:#:#,4,3392000.0,3645000.0,flags,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:56:31,253000.0
2025-saudi-arabian-grand-prix-r,Saudi Arabian Grand Prix,clear in track sector #,4,270000.0,579000.0,flags,CLEAR IN TRACK SECTOR 2,309000.0
2025-saudi-arabian-grand-prix-r,Saudi Arabian Grand Prix,waved blue flag for car # (doo) timed at #:#:#,4,4254000.0,4639000.0,flags,WAVED BLUE FLAG FOR CAR 7 (DOO) TIMED AT 21:10:53,385000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,waved blue flag for car # (tsu) timed at #:#:#,4,3893000.0,4500000.0,flags,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:04:53,607000.0
2025-chinese-grand-prix-r,Chinese Grand Prix,waved blue flag for car # (hul) timed at #:#:#,4,4957000.0,5577000.0,flags,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:22:36,620000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (bea) timed at #:#:#,4,5238000.0,5921000.0,flags,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:27:17,683000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,double yellow in track sector #,4,297000.0,999000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 10,702000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (had) timed at #:#:#,4,5389000.0,6131000.0,flags,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:29:48,742000.0
2025-las-vegas-grand-prix-r,Las Vegas Grand Prix,track surface slippery in track sector #,4,275000.0,1648000.0,other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,1373000.0
2025-canadian-grand-prix-r,Canadian Grand Prix,yellow in track sector #,4,3864000.0,5243000.0,flags,YELLOW IN TRACK SECTOR 11,1379000.0
2025-emilia-romagna-grand-prix-r,Emilia Romagna Grand Prix,clear in track sector #,4,2759000.0,4641000.0,flags,CLEAR IN TRACK SECTOR 8,1882000.0
2025-azerbaijan-grand-prix-r,Azerbaijan Grand Prix,yellow in track sector #,4,287000.0,2249000.0,flags,YELLOW IN TRACK SECTOR 7,1962000.0
2025-british-grand-prix-r,British Grand Prix,track clear,4,631000.0,2968000.0,flags,TRACK CLEAR,2337000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,waved blue flag for car # (gas) timed at #:#:#,4,3236000.0,5874000.0,flags,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 14:53:55,2638000.0
2025-dutch-grand-prix-r,Dutch Grand Prix,track clear,4,2307000.0,5808000.0,flags,TRACK CLEAR,3501000.0
2025-abu-dhabi-grand-prix-r,Abu Dhabi Grand Prix,car # (gas) time #:#.# deleted - track limits at turn # lap # #:#:#,4,704000.0,4239000.0,other,CAR 10 (GAS) TIME 1:32.010 DELETED - TRACK LIMITS AT TURN 6 LAP 2 17:05:53,3535000.0
2025-bahrain-grand-prix-r,Bahrain Grand Prix,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,4,1052000.0,4714000.0,other,CAR 12 (ANT) TIME 1:39.197 DELETED - TRACK LIMITS AT TURN 13 LAP 8 18:16:44,3662000.0
2025-qatar-grand-prix-r,Qatar Grand Prix,clear in track sector #,4,1073000.0,5439000.0,flags,CLEAR IN TRACK SECTOR 3,4366000.0
2025-bahrain-grand-prix-r,Bahrain Grand Prix,car # (doo) time #:#.# deleted - track limits at turn # lap # #:#:#,4,1391000.0,6141000.0,other,CAR 7 (DOO) TIME 1:37.745 DELETED - TRACK LIMITS AT TURN 13 LAP 11 18:22:09,4750000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,clear in track sector #,4,587000.0,6047000.0,flags,CLEAR IN TRACK SECTOR 3,5460000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,drs disabled in zone #,4,,,drs,DRS DISABLED IN ZONE 1,
2025-hungarian-grand-prix-r,Hungarian Grand Prix,drs enabled in zone #,4,,,drs,DRS ENABLED IN ZONE 1,
2025-saudi-arabian-grand-prix-r,Saudi Arabian Grand Prix,yellow in track sector #,3,268000.0,271000.0,flags,YELLOW IN TRACK SECTOR 2,3000.0
2025-qatar-grand-prix-r,Qatar Grand Prix,waved blue flag for car # (col) timed at #:#:#,3,5083000.0,5102000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 20:24:43,19000.0
2025-united-states-grand-prix-r,United States Grand Prix,waved blue flag for car # (col) timed at #:#:#,3,5741000.0,5761000.0,flags,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:35:41,20000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,waved blue flag for car # (str) timed at #:#:#,3,4314000.0,4336000.0,flags,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:11:53,22000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,waved blue flag for car # (alb) timed at #:#:#,3,5471000.0,5518000.0,flags,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:31:11,47000.0
2025-united-states-grand-prix-r,United States Grand Prix,car # (had) time #:#.# deleted - track limits at turn # lap # #:#:#,3,648000.0,741000.0,other,CAR 6 (HAD) TIME 1:43.071 DELETED - TRACK LIMITS AT TURN 19 LAP 3 14:08:49,93000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,waved blue flag for car # (alo) timed at #:#:#,3,4216000.0,4324000.0,flags,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:10:16,108000.0
2025-canadian-grand-prix-r,Canadian Grand Prix,waved blue flag for car # (gas) timed at #:#:#,3,4237000.0,4352000.0,flags,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:10:37,115000.0
2025-miami-grand-prix-r,Miami Grand Prix,waved blue flag for car # (alo) timed at #:#:#,3,4683000.0,4813000.0,flags,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 17:18:03,130000.0
2025-saudi-arabian-grand-prix-r,Saudi Arabian Grand Prix,waved blue flag for car # (str) timed at #:#:#,3,4691000.0,4891000.0,flags,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 21:18:11,200000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (tsu) timed at #:#:#,3,5136000.0,5436000.0,flags,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 21:25:35,300000.0
2025-chinese-grand-prix-r,Chinese Grand Prix,waved blue flag for car # (bor) timed at #:#:#,3,5164000.0,5676000.0,flags,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:26:03,512000.0
2025-abu-dhabi-grand-prix-r,Abu Dhabi Grand Prix,car # (col) time #:#.# deleted - track limits at turn # lap # #:#:#,3,2529000.0,3129000.0,other,CAR 43 (COL) TIME 1:30.138 DELETED - TRACK LIMITS AT TURN 1 LAP 25 17:40:23,600000.0
2025-united-states-grand-prix-r,United States Grand Prix,car # (nor) time #:#.# deleted - track limits at turn # lap # #:#:#,3,1604000.0,2288000.0,other,CAR 4 (NOR) TIME 1:39.712 DELETED - TRACK LIMITS AT TURN 20 LAP 13 14:26:21,684000.0
2025-qatar-grand-prix-r,Qatar Grand Prix,car # (alb) time #:#.# deleted - track limits at turn # lap # #:#:#,3,1459000.0,2156000.0,other,CAR 23 (ALB) TIME 1:28.247 DELETED - TRACK LIMITS AT TURN 10 LAP 11 19:21:58,697000.0
2025-bahrain-grand-prix-r,Bahrain Grand Prix,car # (had) time #:#.# deleted - track limits at turn # lap # #:#:#,3,760000.0,1466000.0,other,CAR 6 (HAD) TIME 1:39.603 DELETED - TRACK LIMITS AT TURN 13 LAP 2 18:06:57,706000.0
2025-abu-dhabi-grand-prix-r,Abu Dhabi Grand Prix,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,3,1958000.0,2889000.0,other,CAR 12 (ANT) TIME 1:31.119 DELETED - TRACK LIMITS AT TURN 1 LAP 19 17:30:59,931000.0
2025-qatar-grand-prix-r,Qatar Grand Prix,car # (rus) time #:#.# deleted - track limits at turn # lap # #:#:#,3,3105000.0,4072000.0,other,CAR 63 (RUS) TIME 1:26.633 DELETED - TRACK LIMITS AT TURN 10 LAP 31 19:51:03,967000.0
2025-bahrain-grand-prix-r,Bahrain Grand Prix,car # (ver) time #:#.# deleted - track limits at turn # lap # #:#:#,3,4874000.0,5856000.0,other,CAR 1 (VER) TIME 1:37.385 DELETED - TRACK LIMITS AT TURN 13 LAP 45 19:20:09,982000.0
2025-canadian-grand-prix-r,Canadian Grand Prix,car # (bea) time #:#.# deleted - track limits at turn # lap # #:#:#,3,3511000.0,4621000.0,other,CAR 87 (BEA) TIME 1:16.813 DELETED - TRACK LIMITS AT TURN 14 LAP 41 14:56:28,1110000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,waved blue flag for car # (bor) timed at #:#:#,3,4721000.0,6034000.0,flags,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:18:41,1313000.0
2025-emilia-romagna-grand-prix-r,Emilia Romagna Grand Prix,yellow in track sector #,3,2531000.0,3967000.0,flags,YELLOW IN TRACK SECTOR 8,1436000.0
2025-abu-dhabi-grand-prix-r,Abu Dhabi Grand Prix,car # (law) time #:#.# deleted - track limits at turn # lap # #:#:#,3,633000.0,2138000.0,other,CAR 30 (LAW) TIME 1:30.661 DELETED - TRACK LIMITS AT TURN 1 LAP 4 17:08:15,1505000.0
2025-las-vegas-grand-prix-r,Las Vegas Grand Prix,drs enabled,3,349000.0,1859000.0,drs,DRS ENABLED,1510000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,waved blue flag for car # (hul) timed at #:#:#,3,4558000.0,6110000.0,flags,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 21:15:58,1552000.0
2025-bahrain-grand-prix-r,Bahrain Grand Prix,track surface slippery in track sector #,3,1676000.0,3259000.0,other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,1583000.0
2025-italian-grand-prix-r,Italian Grand Prix,car # (gas) time #:#.# deleted - track limits at turn # lap # #:#:#,3,1524000.0,3139000.0,other,CAR 10 (GAS) TIME 1:25.448 DELETED - TRACK LIMITS AT TURN 5 LAP 15 15:24:13,1615000.0
