session_id,year,event_name,rotation_degrees,circuit_marker_id,marker_type,marker_number,marker_letter,x,y,angle_degrees,distance_m,position_xy_samples,position_driver_count,x_min,x_max,y_min,y_max,x_p01,x_p99,y_p01,y_p99,has_marker,minmax_pad_x,minmax_pad_y,core_pad_x,core_pad_y,outside_minmax_bounds,outside_core_bounds,marker_coordinate_issue
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2120,marshal_light,4,,-4795.509765625,-1839.6553955078125,-165.49443234181115,847.6798221530489,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2121,marshal_light,5,,-4387.2978515625,-641.119384765625,40.541253383784365,1069.9798694421174,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2122,marshal_light,6,,-6367.5029296875,2336.836669921875,-161.64686229109793,1441.1495098561404,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2123,marshal_light,7,,-5857.30615234375,3159.1982421875,41.71706137650253,1671.0498458649056,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2124,marshal_light,8,,-4812.36767578125,1403.352783203125,-150.75370960651898,1871.5780005247839,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2125,marshal_light,9,,-2596.59912109375,1147.0638427734375,-32.38040896229338,2146.6346129057556,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2126,marshal_light,10,,-1535.856689453125,2468.514892578125,99.44294202760864,2308.8237428620637,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2127,marshal_light,11,,334.42730712890625,1544.810302734375,-38.573135552905704,2571.5768913123356,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2128,marshal_light,12,,-351.7255554199219,3689.871826171875,30.645615012112973,2814.3638888888886,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2129,marshal_light,13,,-1585.4490966796875,5782.74853515625,31.05279691425126,3063.615065511493,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2130,marshal_light,14,,-2735.658935546875,5789.6591796875,-136.9870729096842,3199.296329954382,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
